"Severity","ThreadID","Date","Time","Application","Message"
"ERROR","Thread-293021","09/29/2017","03:20:22","",";Page /index.cfm [/var/www/html/index.cfm] not found;lucee.runtime.exp.MissingIncludeException: Page /index.cfm [/var/www/html/index.cfm] not found
	at lucee.runtime.PageSourceImpl.loadPage(PageSourceImpl.java:908)
	at lucee.runtime.PageContextImpl._doInclude(PageContextImpl.java:923)
	at lucee.runtime.PageContextImpl._doInclude(PageContextImpl.java:842)
	at lucee.runtime.listener.ClassicAppListener._onRequest(ClassicAppListener.java:63)
	at lucee.runtime.listener.MixedAppListener.onRequest(MixedAppListener.java:44)
	at lucee.runtime.PageContextImpl.execute(PageContextImpl.java:2408)
	at lucee.runtime.PageContextImpl._execute(PageContextImpl.java:2398)
	at lucee.runtime.PageContextImpl.executeCFML(PageContextImpl.java:2366)
	at lucee.runtime.engine.Request.run(Request.java:34)
"
"ERROR","Thread-293033","09/29/2017","03:21:18","",";Page /index.cfm [/var/www/html/index.cfm] not found;lucee.runtime.exp.MissingIncludeException: Page /index.cfm [/var/www/html/index.cfm] not found
	at lucee.runtime.PageSourceImpl.loadPage(PageSourceImpl.java:908)
	at lucee.runtime.PageContextImpl._doInclude(PageContextImpl.java:923)
	at lucee.runtime.PageContextImpl._doInclude(PageContextImpl.java:842)
	at lucee.runtime.listener.ClassicAppListener._onRequest(ClassicAppListener.java:63)
	at lucee.runtime.listener.MixedAppListener.onRequest(MixedAppListener.java:44)
	at lucee.runtime.PageContextImpl.execute(PageContextImpl.java:2408)
	at lucee.runtime.PageContextImpl._execute(PageContextImpl.java:2398)
	at lucee.runtime.PageContextImpl.executeCFML(PageContextImpl.java:2366)
	at lucee.runtime.engine.Request.run(Request.java:34)
"
"ERROR","Thread-293035","09/29/2017","03:21:24","",";Page /index2.cfm [/var/www/html/index2.cfm] not found;lucee.runtime.exp.MissingIncludeException: Page /index2.cfm [/var/www/html/index2.cfm] not found
	at lucee.runtime.PageSourceImpl.loadPage(PageSourceImpl.java:908)
	at lucee.runtime.PageContextImpl._doInclude(PageContextImpl.java:923)
	at lucee.runtime.PageContextImpl._doInclude(PageContextImpl.java:842)
	at lucee.runtime.listener.ClassicAppListener._onRequest(ClassicAppListener.java:63)
	at lucee.runtime.listener.MixedAppListener.onRequest(MixedAppListener.java:44)
	at lucee.runtime.PageContextImpl.execute(PageContextImpl.java:2408)
	at lucee.runtime.PageContextImpl._execute(PageContextImpl.java:2398)
	at lucee.runtime.PageContextImpl.executeCFML(PageContextImpl.java:2366)
	at lucee.runtime.engine.Request.run(Request.java:34)
"
"ERROR","Thread-293038","09/29/2017","03:21:32","",";Page /index2.cfm [/var/www/html/index2.cfm] not found;lucee.runtime.exp.MissingIncludeException: Page /index2.cfm [/var/www/html/index2.cfm] not found
	at lucee.runtime.PageSourceImpl.loadPage(PageSourceImpl.java:908)
	at lucee.runtime.PageContextImpl._doInclude(PageContextImpl.java:923)
	at lucee.runtime.PageContextImpl._doInclude(PageContextImpl.java:842)
	at lucee.runtime.listener.ClassicAppListener._onRequest(ClassicAppListener.java:63)
	at lucee.runtime.listener.MixedAppListener.onRequest(MixedAppListener.java:44)
	at lucee.runtime.PageContextImpl.execute(PageContextImpl.java:2408)
	at lucee.runtime.PageContextImpl._execute(PageContextImpl.java:2398)
	at lucee.runtime.PageContextImpl.executeCFML(PageContextImpl.java:2366)
	at lucee.runtime.engine.Request.run(Request.java:34)
"
"ERROR","Thread-293039","09/29/2017","03:21:33","",";Page /index2.cfm [/var/www/html/index2.cfm] not found;lucee.runtime.exp.MissingIncludeException: Page /index2.cfm [/var/www/html/index2.cfm] not found
	at lucee.runtime.PageSourceImpl.loadPage(PageSourceImpl.java:908)
	at lucee.runtime.PageContextImpl._doInclude(PageContextImpl.java:923)
	at lucee.runtime.PageContextImpl._doInclude(PageContextImpl.java:842)
	at lucee.runtime.listener.ClassicAppListener._onRequest(ClassicAppListener.java:63)
	at lucee.runtime.listener.MixedAppListener.onRequest(MixedAppListener.java:44)
	at lucee.runtime.PageContextImpl.execute(PageContextImpl.java:2408)
	at lucee.runtime.PageContextImpl._execute(PageContextImpl.java:2398)
	at lucee.runtime.PageContextImpl.executeCFML(PageContextImpl.java:2366)
	at lucee.runtime.engine.Request.run(Request.java:34)
"
"ERROR","Thread-293040","09/29/2017","03:21:33","",";Page /index2.cfm [/var/www/html/index2.cfm] not found;lucee.runtime.exp.MissingIncludeException: Page /index2.cfm [/var/www/html/index2.cfm] not found
	at lucee.runtime.PageSourceImpl.loadPage(PageSourceImpl.java:908)
	at lucee.runtime.PageContextImpl._doInclude(PageContextImpl.java:923)
	at lucee.runtime.PageContextImpl._doInclude(PageContextImpl.java:842)
	at lucee.runtime.listener.ClassicAppListener._onRequest(ClassicAppListener.java:63)
	at lucee.runtime.listener.MixedAppListener.onRequest(MixedAppListener.java:44)
	at lucee.runtime.PageContextImpl.execute(PageContextImpl.java:2408)
	at lucee.runtime.PageContextImpl._execute(PageContextImpl.java:2398)
	at lucee.runtime.PageContextImpl.executeCFML(PageContextImpl.java:2366)
	at lucee.runtime.engine.Request.run(Request.java:34)
"
"ERROR","Thread-14","09/29/2017","03:28:11","",";Page /index2.cfm [/var/www/html/index2.cfm] not found;lucee.runtime.exp.MissingIncludeException: Page /index2.cfm [/var/www/html/index2.cfm] not found
	at lucee.runtime.PageSourceImpl.loadPage(PageSourceImpl.java:908)
	at lucee.runtime.PageContextImpl._doInclude(PageContextImpl.java:923)
	at lucee.runtime.PageContextImpl._doInclude(PageContextImpl.java:842)
	at lucee.runtime.listener.ClassicAppListener._onRequest(ClassicAppListener.java:63)
	at lucee.runtime.listener.MixedAppListener.onRequest(MixedAppListener.java:44)
	at lucee.runtime.PageContextImpl.execute(PageContextImpl.java:2408)
	at lucee.runtime.PageContextImpl._execute(PageContextImpl.java:2398)
	at lucee.runtime.PageContextImpl.executeCFML(PageContextImpl.java:2366)
	at lucee.runtime.engine.Request.run(Request.java:34)
"
"INFO","Thread-25","09/29/2017","03:28:18","OSGi","add bundle:/opt/lucee/tomcat/lucee-server/bundles/jtds-1.3.1.jar"
"INFO","Thread-25","09/29/2017","03:28:18","OSGi","start bundle:jtds:1.3.1"
"INFO","Thread-25","09/29/2017","03:28:18","OSGi","add bundle:/opt/lucee/tomcat/lucee-server/bundles/mssqljdbc4-4.0.2206.100.jar"
"INFO","Thread-25","09/29/2017","03:28:18","OSGi","start bundle:mssqljdbc4:4.0.2206.100"
"INFO","Thread-25","09/29/2017","03:28:18","OSGi","add bundle:/opt/lucee/tomcat/lucee-server/bundles/com.mysql.jdbc-5.1.38.jar"
"INFO","Thread-25","09/29/2017","03:28:18","OSGi","start bundle:com.mysql.jdbc:5.1.38"
"INFO","Thread-25","09/29/2017","03:28:18","OSGi","add bundle:/opt/lucee/tomcat/lucee-server/bundles/org.postgresql.jdbc42-9.4.1212.jar"
"INFO","Thread-25","09/29/2017","03:28:18","OSGi","start bundle:org.postgresql.jdbc42:9.4.1212"
"INFO","http-nio-8888-exec-8","09/29/2017","03:29:28","OSGi","add bundle:/var/www/html/WEB-INF/lucee/context/lucee-admin.lar"
"INFO","http-nio-8888-exec-8","09/29/2017","03:29:28","OSGi","add bundle:/var/www/html/WEB-INF/lucee/context/lucee-doc.lar"
"INFO","http-nio-8888-exec-8","09/29/2017","03:29:28","OSGi","add bundle:/var/www/html/WEB-INF/lucee/context/lucee-context.lar"
"ERROR","http-nio-8888-exec-6","09/29/2017","03:29:34","",";"
"ERROR","http-nio-8888-exec-6","09/29/2017","03:29:34","",";"
"ERROR","http-nio-8888-exec-9","09/29/2017","03:29:41","",";Page /index2.cfm [/var/www/html/index2.cfm] not found;lucee.runtime.exp.MissingIncludeException: Page /index2.cfm [/var/www/html/index2.cfm] not found
	at lucee.runtime.PageSourceImpl.loadPage(PageSourceImpl.java:913)
	at lucee.runtime.PageContextImpl._doInclude(PageContextImpl.java:934)
	at lucee.runtime.PageContextImpl._doInclude(PageContextImpl.java:833)
	at lucee.runtime.listener.ClassicAppListener._onRequest(ClassicAppListener.java:63)
	at lucee.runtime.listener.MixedAppListener.onRequest(MixedAppListener.java:44)
	at lucee.runtime.PageContextImpl.execute(PageContextImpl.java:2405)
	at lucee.runtime.PageContextImpl._execute(PageContextImpl.java:2395)
	at lucee.runtime.PageContextImpl.executeCFML(PageContextImpl.java:2363)
	at lucee.runtime.engine.Request.exe(Request.java:46)
	at lucee.runtime.engine.CFMLEngineImpl._service(CFMLEngineImpl.java:1048)
	at lucee.runtime.engine.CFMLEngineImpl.serviceCFML(CFMLEngineImpl.java:996)
	at lucee.loader.engine.CFMLEngineWrapper.serviceCFML(CFMLEngineWrapper.java:102)
	at lucee.loader.servlet.CFMLServlet.service(CFMLServlet.java:51)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:742)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:231)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:52)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:198)
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:96)
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:478)
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:140)
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:80)
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:87)
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:342)
	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:799)
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:66)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:861)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1455)
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
	at java.lang.Thread.run(Thread.java:748)
"
"ERROR","http-nio-8888-exec-8","09/29/2017","03:30:39","",";"
"ERROR","http-nio-8888-exec-2","09/29/2017","03:30:52","",";"
"ERROR","http-nio-8888-exec-4","09/29/2017","03:31:20","",";Page /index.cfm [/var/www/html/index.cfm] not found;lucee.runtime.exp.MissingIncludeException: Page /index.cfm [/var/www/html/index.cfm] not found
	at lucee.runtime.PageSourceImpl.loadPage(PageSourceImpl.java:913)
	at lucee.runtime.PageContextImpl._doInclude(PageContextImpl.java:934)
	at lucee.runtime.PageContextImpl._doInclude(PageContextImpl.java:833)
	at lucee.runtime.listener.ClassicAppListener._onRequest(ClassicAppListener.java:63)
	at lucee.runtime.listener.MixedAppListener.onRequest(MixedAppListener.java:44)
	at lucee.runtime.PageContextImpl.execute(PageContextImpl.java:2405)
	at lucee.runtime.PageContextImpl._execute(PageContextImpl.java:2395)
	at lucee.runtime.PageContextImpl.executeCFML(PageContextImpl.java:2363)
	at lucee.runtime.engine.Request.exe(Request.java:46)
	at lucee.runtime.engine.CFMLEngineImpl._service(CFMLEngineImpl.java:1048)
	at lucee.runtime.engine.CFMLEngineImpl.serviceCFML(CFMLEngineImpl.java:996)
	at lucee.loader.engine.CFMLEngineWrapper.serviceCFML(CFMLEngineWrapper.java:102)
	at lucee.loader.servlet.CFMLServlet.service(CFMLServlet.java:51)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:742)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:231)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:52)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:198)
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:96)
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:478)
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:140)
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:80)
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:87)
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:342)
	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:799)
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:66)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:861)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1455)
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
	at java.lang.Thread.run(Thread.java:748)
"
"ERROR","http-nio-8888-exec-7","09/29/2017","03:32:58","",";"
"ERROR","http-nio-8888-exec-10","09/29/2017","03:33:19","",";"
"ERROR","http-nio-8888-exec-3","09/29/2017","03:33:20","",";"
"ERROR","http-nio-8888-exec-5","09/29/2017","03:33:23","",";"
"ERROR","http-nio-8888-exec-6","09/29/2017","03:33:23","",";"
"ERROR","http-nio-8888-exec-2","09/29/2017","03:33:41","",";"
"ERROR","http-nio-8888-exec-4","09/29/2017","03:33:44","",";"
"ERROR","http-nio-8888-exec-9","09/29/2017","03:33:57","",";"
"INFO","http-nio-8888-exec-2","09/29/2017","03:37:43","OSGi","add bundle:/opt/lucee/tomcat/lucee-server/bundles/com.mysql.jdbc-5.1.38.jar"
"INFO","http-nio-8888-exec-2","09/29/2017","03:37:43","OSGi","start bundle:com.mysql.jdbc:5.1.38"
"ERROR","http-nio-8888-exec-4","09/29/2017","04:14:44","",";Page /index2.cfm [/var/www/html/index2.cfm] not found;lucee.runtime.exp.MissingIncludeException: Page /index2.cfm [/var/www/html/index2.cfm] not found
	at lucee.runtime.PageSourceImpl.loadPage(PageSourceImpl.java:913)
	at lucee.runtime.PageContextImpl._doInclude(PageContextImpl.java:934)
	at lucee.runtime.PageContextImpl._doInclude(PageContextImpl.java:833)
	at lucee.runtime.listener.ClassicAppListener._onRequest(ClassicAppListener.java:63)
	at lucee.runtime.listener.MixedAppListener.onRequest(MixedAppListener.java:44)
	at lucee.runtime.PageContextImpl.execute(PageContextImpl.java:2405)
	at lucee.runtime.PageContextImpl._execute(PageContextImpl.java:2395)
	at lucee.runtime.PageContextImpl.executeCFML(PageContextImpl.java:2363)
	at lucee.runtime.engine.Request.exe(Request.java:46)
	at lucee.runtime.engine.CFMLEngineImpl._service(CFMLEngineImpl.java:1048)
	at lucee.runtime.engine.CFMLEngineImpl.serviceCFML(CFMLEngineImpl.java:996)
	at lucee.loader.engine.CFMLEngineWrapper.serviceCFML(CFMLEngineWrapper.java:102)
	at lucee.loader.servlet.CFMLServlet.service(CFMLServlet.java:51)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:742)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:231)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:52)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:198)
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:96)
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:478)
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:140)
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:80)
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:87)
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:342)
	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:799)
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:66)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:861)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1455)
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
	at java.lang.Thread.run(Thread.java:748)
"
